"wwtp_jurisdiction","wwtp_id","reporting_jurisdiction","sample_location","sample_location_specify","key_plot_id","county_names","county_fips","population_served","date_start","date_end","ptc_15d","detect_prop_15d","percentile","sampling_prior","first_sample_date"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-12","2024-03-26",-21,100,24.8,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-13","2024-03-27",220,100,24.8,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-14","2024-03-28",279,100,23.2,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-15","2024-03-29",-11,100,23.2,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-16","2024-03-30",-11,100,23.2,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-17","2024-03-31",-11,100,23.2,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-18","2024-04-01",-11,100,23.2,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-19","2024-04-02",-57,100,24,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-20","2024-04-03",-70,100,24,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-21","2024-04-04",93,100,32.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-22","2024-04-05",561,100,32.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-23","2024-04-06",561,100,32.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-24","2024-04-07",561,100,32.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-25","2024-04-08",561,100,32.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-26","2024-04-09",567,100,38.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-27","2024-04-10",420,100,38.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-28","2024-04-11",161,100,43.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-29","2024-04-12",436,100,43.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-30","2024-04-13",436,100,43.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-03-31","2024-04-14",436,100,43.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-01","2024-04-15",436,100,43.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-02","2024-04-16",-84,80,37,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-03","2024-04-17",-99,75,37,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-04","2024-04-18",-97,80,38.2,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-05","2024-04-19",-99,75,38.2,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-06","2024-04-20",-99,75,38.2,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-07","2024-04-21",-99,75,38.2,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-08","2024-04-22",-99,75,38.2,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-09","2024-04-23",-89,80,27.8,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-10","2024-04-24",-67,75,27.8,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-11","2024-04-25",-4,80,21,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-12","2024-04-26",1623,75,21,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-13","2024-04-27",1623,75,21,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-14","2024-04-28",1623,75,21,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-15","2024-04-29",1623,75,21,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-16","2024-04-30",56,80,14,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-17","2024-05-01",-68,100,14,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-18","2024-05-02",11,100,20.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-19","2024-05-03",-2,100,20.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-20","2024-05-04",-2,100,20.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-21","2024-05-05",-2,100,20.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-22","2024-05-06",-2,100,20.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-23","2024-05-07",-35,100,19,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-24","2024-05-08",-58,100,19,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-25","2024-05-09",-73,100,17,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-26","2024-05-10",-54,100,17,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-27","2024-05-11",-54,100,17,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-28","2024-05-12",-54,100,17,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-29","2024-05-13",-54,100,17,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-04-30","2024-05-14",-25,100,13.8,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-01","2024-05-15",-80,100,13.8,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-02","2024-05-16",-76,100,14.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-03","2024-05-17",-11,100,14.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-04","2024-05-18",-11,100,14.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-05","2024-05-19",-11,100,14.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-06","2024-05-20",-11,100,14.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-07","2024-05-21",36,100,10,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-08","2024-05-22",128,100,10,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-09","2024-05-23",230,100,12.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-10","2024-05-24",249,100,12.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-11","2024-05-25",249,100,12.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-12","2024-05-26",249,100,12.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-13","2024-05-27",249,100,12.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-14","2024-05-28",314,100,17.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-15","2024-05-29",622,100,17.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-16","2024-05-30",-13,80,15.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-17","2024-05-31",-80,75,15.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-18","2024-06-01",-80,75,15.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-19","2024-06-02",-80,75,15.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-20","2024-06-03",-80,75,15.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-21","2024-06-04",-21,80,18.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-22","2024-06-05",-44,75,18.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-23","2024-06-06",-23,80,19.2,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-24","2024-06-07",64,75,19.2,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-25","2024-06-08",64,75,19.2,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-26","2024-06-09",64,75,19.2,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-27","2024-06-10",64,75,19.2,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-28","2024-06-11",81,80,18.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-29","2024-06-12",920,75,18.6,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-30","2024-06-13",988,80,20.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-05-31","2024-06-14",211,100,20.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-01","2024-06-15",211,100,20.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-02","2024-06-16",211,100,20.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-03","2024-06-17",211,100,20.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-04","2024-06-18",690,100,33.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-05","2024-06-19",1436,100,33.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-06","2024-06-20",1436,100,33.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-07","2024-06-21",4844,100,33.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-08","2024-06-22",4844,100,33.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-09","2024-06-23",4844,100,33.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-10","2024-06-24",4844,100,33.4,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-11","2024-06-25",190,100,43.25,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-12","2024-06-26",26,100,43.25,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-13","2024-06-27",77,100,54.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-14","2024-06-28",-41,100,54.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-15","2024-06-29",-41,100,54.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-16","2024-06-30",-41,100,54.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-17","2024-07-01",-41,100,54.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-18","2024-07-02",-52,100,56.25,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-19","2024-07-03",-35,100,56.25,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-20","2024-07-04",-35,100,56.25,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-21","2024-07-05",-35,100,56.25,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-22","2024-07-06",-35,100,56.25,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-23","2024-07-07",-35,100,56.25,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-24","2024-07-08",-35,100,56.25,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-25","2024-07-09",-72,100,45.25,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-26","2024-07-10",-87,100,45.25,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-27","2024-07-11",-60,100,47.75,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-28","2024-07-12",-9,100,47.75,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-29","2024-07-13",-9,100,47.75,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-06-30","2024-07-14",-9,100,47.75,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-01","2024-07-15",-9,100,47.75,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-02","2024-07-16",141,100,47.75,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-03","2024-07-17",2095,100,47.75,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-04","2024-07-18",1165,100,53.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-05","2024-07-19",1165,100,53.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-06","2024-07-20",1165,100,53.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-07","2024-07-21",1165,100,53.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-08","2024-07-22",1165,100,53.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-09","2024-07-23",1165,100,53.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-10","2024-07-24",244,100,53.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-11","2024-07-25",244,100,53.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-12","2024-07-26",122,100,53.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-13","2024-07-27",122,100,53.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-14","2024-07-28",122,100,53.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-15","2024-07-29",122,100,53.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-16","2024-07-30",-51,100,61.667,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-17","2024-07-31",-58,100,61.667,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-18","2024-08-01",-58,100,61.667,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-19","2024-08-02",NA,100,61.667,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-20","2024-08-03",NA,100,61.667,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-21","2024-08-04",NA,100,61.667,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-22","2024-08-05",NA,100,61.667,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-23","2024-08-06",413,100,61.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-24","2024-08-07",413,100,61.5,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-25","2024-08-08",331,100,65.667,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-26","2024-08-09",331,100,65.667,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-27","2024-08-10",331,100,65.667,"no","2023-03-09"
"New Jersey",2107,"New Jersey","Treatment plant",NA,"NWSS_nj_2107_Treatment plant_raw wastewater","Cumberland","34011",30000,"2024-07-28","2024-08-11",331,100,65.667,"no","2023-03-09"
